"The man [struck] me as strange.","その男は私に奇妙な
[印象を与えた]",,,,,,,
"Suddenly an idea [struck] him.","突然彼にある考えが
[浮かんだ]",,,,,,,
"The typhoon [struck] Osaka.","その台風は大阪
[を襲った]",,,,,,,
"get regular [exercise]","規則的に[運動]する",,,,,,,
"[exercise] power over people","人々に対し権力
[を用いる]",,,,,,,
"[maintain] health","健康[を維持する]",,,,,,,
"[maintain] that he is innocent","彼の無罪[を主張する]",,,,,,,
"work for a big [firm]","大きな[会社]に勤める
(=company)",,,,,,,
"a [firm] belief","[堅い]信念",,,,,,,
"a newspaper [article]","新聞の[記事]
(=item)",,,,,,,
"an [article] for sale","販売用の[品物]
(=item)",,,,,,,
"That's what [count]s","それが[重要な]ことだ",,,,,,,
"[appreciate] his talent","彼の才能
[を高く評価する]
(=value)",,,,,,,
"[appreciate] music","音楽[を鑑賞する]
(=like，admire)",,,,,,,
"I [appreciate] your help","君の助け[に感謝する]",,,,,,,
"take strong [measures]","強硬な[手段]を用いる",,,,,,,
"a [measure] of respect","ある[程度]の尊敬",,,,,,,
"have a good [command] of English","英語をうまく
[あやつる能力]がある",,,,,,,
"The hill [command]s a fine view.","丘から良い景色
[を見渡せる]",,,,,,,
"[command] great respect","大いに尊敬[を集める]",,,,,,,
"[bear] the weight","重さ[に耐える]
(=endure，stand)",,,,,,,
"[bear] a child","子供[を産む]",,,,,,,
"[bear] relation to the matter","その問題に関係[を持つ]",,,,,,,
"[stick] to the rules","規則を[守る]",,,,,,,
"get [stuck] on a crowded train","混んだ列車で
[動けなく]なる",,,,,,,
"[stick] out my tongue","舌[を突き出す]",,,,,,,
"The song [stuck] in my mind.","その歌は私の心に[残った]",,,,,,,
"a [fixed] point","[固定された]点",,,,,,,
"[fix] a broken car","壊れた車[を修理する]",,,,,,,
"I'll [fix] you a drink","飲み物[を作ってあげる]",,,,,,,
"in a similar [fashion]","同じような[やり方]で
(=way)",,,,,,,
"free of [charge]","[料金]不要で",,,,,,,
"[charge] a high price","高い代金[を請求する]",,,,,,,
"He is in [charge] of the case.","彼がその事件の[担当]だ",,,,,,,
"be [charged] with murder","殺人で[告訴される]",,,,,,,
"The water is [fit] to drink.","その水は飲むのに[適する]",,,,,,,
"go to the gym to keep [fit]","[健康で]いるために
ジムに通う",,,,,,,
"[observe] the content","彗星[を観察する]",,,,,,,
"[observe] that prices would fall","物価は下がる[と述べる]",,,,,,,
"[observe] the rule","規則[を守る]",,,,,,,
"[conduct] an experiment","実験[を行う]",,,,,,,
"standards of [conduct]","[行動]の基準",,,,,,,
"[conduct] electricity","電気[を伝える]",,,,,,,
"I'll keep my [word]","私は[約束]を守る",,,,,,,
"Could I have a [word] with you?","ちょっと[話]が
あるんですが",,,,,,,
"get in [touch] with him by phone","電話で彼に[連絡]をとる",,,,,,,
"The story [touched] him deeply.","その話は彼を深く
[感動させた]",,,,,,,
"add a [touch] of spice","スパイスを[少し]加える",,,,,,,
"agree to some [degree]","ある[程度]まで同意する",,,,,,,
"get master's [degree]","収支の[学位]をとる",,,,,,,
"learn a [lesson] from the failure","失敗から[教訓]を学ぶ",,,,,,,
