village,村,"a fishing <font color=""#FFC000"">village</font><br><br><div style=""height: 140px; overflow: auto;"">類義語のhamletよりも大きく，townよりも小さいイメージがある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】villager（村人，田舎の人）"
pupil,生徒,"There are 500 <font color=""#FFC000"">pupils</font> in the junior high school.<br><br><div style=""height: 140px; overflow: auto;"">アメリカでは小学生をさし、中学生以上はstudent。イギリスでは中等教育の生徒までにpupilを用いたが、最近では彼らはschool studentと呼ばれるようになっている。</div><br><br>類義語 : student（学生）<br>反意語 : <br>参考 : "
stare,じっと見る,"Don't <font color=""#FFC000"">stare</font> at me like that.<br><br><div style=""height: 140px; overflow: auto;"">stareはじっと、じろじろ見つめること。Gazeは見つめる、lookは注視すること。</div><br><br>類義語 : gaze(じっと見る)<br>反意語 : <br>参考 : "
youth,若さ,"<font color=""#FFC000"">youth</font> culture<br><br><div style=""height: 140px; overflow: auto;"">青春時代や国などの発展の初という意味もある。またtheをつけて限定修飾語を伴って「若い人たち」を表す。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
hero,英雄,"a national <font color=""#FFC000"">hero</font><br><br><div style=""height: 140px; overflow: auto;"">「英雄」「ヒーロー」の意味。物語の「主人公」という意味もある。複数形はheroesであることに注意。</div><br><br>類義語 : <br>反意語 : heroine（女傑，ヒロイン）<br>参考 : 【形】heroic（英雄的）"
bow,お辞儀する,"He made a polite <font color=""#FFC000"">bow</font>.<br><br><div style=""height: 140px; overflow: auto;"">「弓のように曲げる」が本義で、おじぎが弓のように曲がった姿勢であることから。<br>「屈服する、従う」という意味もあり、その意味の類義語としてsubmitがある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
engine,エンジン,"The <font color=""#FFC000"">engine</font><font color=""#FFC000""> </font>started right away.<br><br><div style=""height: 140px; overflow: auto;"">一般的な意味での「エンジン」を表す。比喩的な意味でも用いられて「原動力」を表すこともある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】engineer（技師）"
rival,好敵手,"a <font color=""#FFC000"">rival</font> in love<br><br><div style=""height: 140px; overflow: auto;"">「競争相手」「匹敵する人・好敵手」などの意味。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
absence,不在,"It happened in your <font color=""#FFC000"">absence</font>.<br><br><div style=""height: 140px; overflow: auto;"">absent(不在の)に「事実」を表す接尾語enceがついてできた語。<br>「まったくない」の意味。類義語のlackは「必要な、または望ましい物の不足」という意味で用いる。反意語はpresence。</div><br><br>類義語 : <br>反意語 : presence(出席)<br>参考 : 【形】absent（欠席して，ない）"
valley,谷,"a small town set in a <font color=""#FFC000"">valley</font><br><br><div style=""height: 140px; overflow: auto;"">「谷」の他に「渓谷」「流域」も意味する。valley は両側を山に囲まれた平地を指し、gorgeは切り立つ狭い谷、その大きなものはcanyon。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
fault,欠点,"He finds <font color=""#FFC000"">fault</font> with everything I do.<br><br><div style=""height: 140px; overflow: auto;"">「（過失の）責任」の意味もある。地質学的な「断層」の意味もあり、an active faultは「活断層」のこと。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
shortly,まもなく,"She will be back <font color=""#FFC000"">shortly</font>.<br><br><div style=""height: 140px; overflow: auto;"">「まもなく」という意味の類義語soonよりも堅い語である。shortly before[after] ～ で「～より少し前[後]に」の意味。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】shortage(不足)"
greet,挨拶する,"a <font color=""#FFC000"">greeting</font> card<br><br><div style=""height: 140px; overflow: auto;"">「大声で叫ぶ」が原義。salute(挨拶する)より一般的。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】greeting(挨拶)"
journalist,報道記者,"a well-known <font color=""#FFC000"">journalist</font> and broadcaster<br><br><div style=""height: 140px; overflow: auto;"">新聞・雑誌・放送の記者など、報道関係者全般を言う。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】journal（新聞，[専門]雑誌）"
principal,主要な,"<font color=""#FFC000"">principal</font> cities of the country<br><br><div style=""height: 140px; overflow: auto;"">形容詞の限定用法で用いて「主要な」という意味。同様の意味をもつchiefよりも堅い表現。<br>名詞で「校長」の意味も必修。</div><br><br>類義語 : chief（主な）<br>反意語 : <br>参考 : 【副】principally（主に）"
drag,引きずる,"We <font color=""#FFC000"">dragged</font> the fallen tree clear of the road.<br><br><div style=""height: 140px; overflow: auto;"">「引く(draw)」が原義。パソコンのマウス操作の｢ドラッグ｣に当たる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
neat,小ぎれいな,"His room is always <font color=""#FFC000"">neat</font>.<font color=""#FFC000""> </font><br><br><div style=""height: 140px; overflow: auto;"">「いつもきちんとしている」というニュアンスを含む。</div><br><br>類義語 : tidy(きちんとした)<br>反意語 : <br>参考 : 【副】neatly（きちんと）"
sum,合計,"a <font color=""#FFC000"">sum</font> of money<br><br><div style=""height: 140px; overflow: auto;"">「費用の総額」はthe sum total[total sum] of the expenses。all sum of～は不可。</div><br><br>類義語 : total(合計)<br>反意語 : <br>参考 : 【名】summary(一覧，概要)"
bound,～行きの,"a train <font color=""#FFC000"">bound</font> for Kyoto<br><br><div style=""height: 140px; overflow: auto;""> bind （縛る）の過去分詞に由来。形容詞「～行きの」「縛られた」のほかに動詞「弾む」という意味がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
needle,針,"thread a <font color=""#FFC000"">needle</font><br><br><div style=""height: 140px; overflow: auto;"">｢とげのある言葉｣の意味もある。なお、時計の針はhand。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
seldom,めったに～ない,"<font color=""#FFC000"">Seldom</font> seen, soon forgotten.<br><br><div style=""height: 140px; overflow: auto;"">同義のrarelyよりも硬めの語。頻度について「ほとんど～ない」というときに使う。hardly, scarcelyと混同しないこと。</div><br><br>類義語 : rarely(稀に)<br>反意語 : <br>参考 : "
fool,ばか者,"A <font color=""#FFC000"">fool</font> and his money are soon parted.<br><br><div style=""height: 140px; overflow: auto;"">「愚か者」や「道化師」の意味。限定用法の形容詞で「馬鹿な」、他動詞で「（人を）だます」といった意味も持つ。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】 foolish  馬鹿な （【類】silly）"
