bear,我慢する,"She <font color=""#FFC000"">bore</font> her misfortunes bravely.<br><br><div style=""height: 140px; overflow: auto;"">名詞の「クマ」と同じ綴り。<br>他動詞として「(重さに)耐える」「我慢する」「(責任を)持つ」、<br>自動詞として「子を産む」という意味を持つ。<br>「生まれる」は受身形でbe bornとなる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
hospital,病院,"He is in the <font color=""#FFC000"">hospital</font> with stomach cancer.<br><br><div style=""height: 140px; overflow: auto;"">大きな総合病院のことを表し、小さな診療所についてはclinicを用いる。「慈善施設」の意もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
husband,夫,"She and her <font color=""#FFC000"">husband</font> are both injured in the accident.<br><br><div style=""height: 140px; overflow: auto;"">夫婦という意味では無冠詞でhusband and wife.語順は逆にしない。</div><br><br>類義語 : <br>反意語 : wife（妻）<br>参考 : "
race,人種,"people of all <font color=""#FFC000"">race</font><font color=""#FFC000"">s</font>, colors and religions<br><br><div style=""height: 140px; overflow: auto;"">the raceは人類、the racesは競馬であるので注意が必要。<br>競争の意味ももちろんある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】racial(人種の)"
paint,絵を描く,"<font color=""#FFC000"">paint</font> the walls  <br><br><div style=""height: 140px; overflow: auto;"">名詞では「塗料、ペンキ」となる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】painter（画家；ペンキ屋）"
forest,森林,"rain <font color=""#FFC000"">forests</font><br><br><div style=""height: 140px; overflow: auto;"">woodsより規模が大きく、野生の動物がいる大森林、密林を指す。</div><br><br>類義語 : woods（小さい森，ふつうの森）<br>反意語 : <br>参考 : "
movement,運動,"women's<font color=""#FFC000""> movements</font><br><br><div style=""height: 140px; overflow: auto;"">「運動」「引っ越し」「動向」といった色々な訳があるが、訳によって可算名詞にも不可算名詞にもなり得るので注意する。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】move（動かす；感動させる；引っ越す）"
tie,結束,"strengthen family <font color=""#FFC000"">ties</font><br><br><div style=""height: 140px; overflow: auto;"">結びつけるものの意味で、「結束」を表す。<br>動詞として「結ぶ」の意味で用いられることもある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
aid,援助,"hold a charity sale in <font color=""#FFC000"">aid</font> of hospital funds<br><br><div style=""height: 140px; overflow: auto;"">aidはassistと異なり、援助される人より援助する人のほうが優位にある。</div><br><br>類義語 : help（手伝う）<br>反意語 : <br>参考 : "
manner,作法,"table <font color=""#FFC000"">manners</font><br><br><div style=""height: 140px; overflow: auto;"">「方法・態度、行儀・作法、風習・慣習、種類」などの意味も表す。<br>「～の方法、やり方」を表す際には、前置詞ofを用いる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
patient,忍耐［辛抱， 我慢］強い,"You're very <font color=""#FFC000"">patient</font> with her, aren't you?<br><br><div style=""height: 140px; overflow: auto;"">我慢強さや根気があることを示す。名詞では「患者」という意味になることに注意。</div><br><br>類義語 : <br>反意語 : impatient（性急な）<br>参考 : 【名】patience（忍耐）"
