afraid,恐れて,"She's <font color=""#FFC000"">afraid</font> of dogs.<br><br><div style=""height: 140px; overflow: auto;"">be afraid of ～「～が怖い」、<br>be afraid to V「～することが怖い、怖くて～できない」の意味。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
miss,逃す,"<font color=""#FFC000"">miss</font> a train<br><br><div style=""height: 140px; overflow: auto;"">「的に当て損なう」が原義で、他動詞で「捕え損なう」「(乗物)に遅れる」「逃す」「～がいなくて寂しく思う」、自動詞で「～に失敗する(in～)」などの意味がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】missing（いない，見つからない）"
alone,独りで,"He did it all <font color=""#FFC000"">alone</font>.<br><br><div style=""height: 140px; overflow: auto;"">副詞としての用法のほかに、形容詞「～のみ；孤独な」としての用法もある。</div><br><br>類義語 : solely<br>反意語 : <br>参考 : "
company,会社,"work for a computer <font color=""#FFC000"">company</font><br><br><div style=""height: 140px; overflow: auto;"">「会社に行く」と言いたい場合はgo to the companyではなくgo to work/the officeとする。</div><br><br>類義語 : companion(仲間)<br>反意語 : <br>参考 : "
free,自由な,"He set the bees <font color=""#FF6600"">free</font> in a meadow.<br><br><div style=""height: 140px; overflow: auto;"">「自由な」の意味のほかに「無料の」の意味が重要である。""for free""で「無料で」という意味になる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【副】freely（自由に）"
drop,一滴,"a <font color=""#FFC000"">drop</font> in the ocean<br><br><div style=""height: 140px; overflow: auto;"">動詞としてのdropは、「（液体が）したたる、落ちる」等の意味が重要だが、名詞のdropは、動詞からも類推できるように「しずく、（しずくの）１滴」を表す。「落下、下落（fall）」の意もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
ready,準備[用意]のできた,"Are you <font color=""#FFC000"">ready</font> to go?<br><br><div style=""height: 140px; overflow: auto;"">後ろに不定詞to doを伴うことが多く，「～する用意ができて」というイディオムになる。同じつづりで動詞「～の準備をする」の意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【副】readily（快くたやすく）"
beginning,始め,"from <font color=""#FFC000"">beginning</font> to end<br><br><div style=""height: 140px; overflow: auto;"">「運動や過程を始める」が本義のbeginから派生した語。<br>「開始すること」に焦点があるstartとは異なり、beginningは「最初の部分」に焦点がある。</div><br><br>類義語 : origin (起源、源泉)<br>反意語 : end (終わり)<br>参考 : 【動】begin (始まる)"
price,値段,"What is the <font color=""#FFC000"">price</font> of this?<br><br><div style=""height: 140px; overflow: auto;"">fare（運賃）、cost（かかった費用）、charge（サービスへの対価）との使い分けに注意する。</div><br><br>類義語 : charge（手間に対する料金）<br>反意語 : <br>参考 : "
imagine,想像する,"<font color=""#FFC000"">Imagine</font> how much this baby weighs.<br><br><div style=""height: 140px; overflow: auto;"">日本語でも用いられるイマジネーション：imagination（想像力）から類推できる。<br>自動詞・他動詞ともに用いられる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】imagination（想像(力)）"
necessary,必要な,"It is <font color=""#FFC000"">necessary</font> for us to prepare for the worst.<br><br><div style=""height: 140px; overflow: auto;"">形容詞として「必要な」「欠かせない」の他、「必然の」という意味もある。<br>また、名詞として「必需品」の意味でも用いられる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】necessity（必要）"
office,仕事場,"walk to the <font color=""#FFC000"">office</font><br><br><div style=""height: 140px; overflow: auto;"">「仕事をすること」が語源の単語。<br>「事務所」以外にも「役所」や「職務」などといった様々な意味がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】officer（将校；公務員；警官）"
dangerous,危険な,"This river is <font color=""#FFC000"">dangerous</font> to swim in.<br><br><div style=""height: 140px; overflow: auto;"">「危険」「危険性」を意味する名詞dangerから派生した語で、「(人・物・事が)危険な」を意味する。</div><br><br>類義語 : <br>反意語 : safe（安全な）<br>参考 : 【名】danger（危険）"
modern,現代の,"<font color=""#FFC000"">Modern</font> communications greatly depend on satellites.<br><br><div style=""height: 140px; overflow: auto;"">限定用法で「現代の」「近頃の」「近代の」という意味を持つ他、<br>「最新式の」「現代的な」の意味でも用いられる。</div><br><br>類義語 : recent（最近の）<br>反意語 : ancient（古代の）<br>参考 : "
deal,量,"a good <font color=""#FFC000"">deal</font> of food<br><br><div style=""height: 140px; overflow: auto;"">名詞として「量」「程度」「額」、動詞として「扱う(with)」「分配する」の意がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】dealing（交際，取引)"
weather,天気,"The <font color=""#FFC000"">weather</font> is getting colder.<br><br><div style=""height: 140px; overflow: auto;"">類語のclimateは「(ある場所における年間を通じての)気候」を指す。</div><br><br>類義語 : climate（気候）<br>反意語 : <br>参考 : "
express,表現する,"They did not <font color=""#FFC000"">express</font> their opinions.<br><br><div style=""height: 140px; overflow: auto;"">「外へ(ex)押し出す(press)」が原義で、動詞として「(思想・感情などを)表現する」<br>「(考えなどを)述べる」、名詞として「急行電車」「速達便」の意味で用いられる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】expression（表現，言い回し)"
special,特別な,"a <font color=""#FFC000"">special</font> sale<br><br><div style=""height: 140px; overflow: auto;"">比較なしの形容詞で「特別の」「特設の(ex.a special bus:臨時のバス)」「特定の」「専門の」の意を表す。</div><br><br>類義語 : particular（特定の）<br>反意語 : general（一般の）<br>参考 : 【副】specially（特別に）"
condition,状態,"living <font color=""#FFC000"">conditions</font><br><br><div style=""height: 140px; overflow: auto;"">「(人・物のある時点における)状態」が基本義で、「病状」「体調」「周囲の状況(situationよりは日常的状況:ex.working conditions-労働状況)」「(～という)条件」などの意味で用いられる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】 conditional（条件つきの）"
manage,どうにか成し遂げる,"I <font color=""#FFC000"">managed</font> to catch the last train.<br><br><div style=""height: 140px; overflow: auto;"">他動詞で「(会社、建物などを)経営する」「どうにか成し遂げる」「(～to do/Oの形で)なんとか～する」、自動詞で「(with/without～の形で)(～で/～なしで)うまくやっていく」の意味がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】management（経営、管理）"
