702355,"イオン結合,共有結合,水素結合,配位結合"
702356,"静電気力,ローレンツ力,磁力,万有引力"
702357,"結晶,細胞,氷,格子"
702358,"イオン,分子,金属,共有"
702359,"格子,組織,配列,配置"
702360,4
702361,"へき開,断裂,潮解,分断"
702362,"電離,反応,分離,液化"
702363,"塩化マグネシウム,エタノール,塩化銀,炭酸カルシウム"
702364,"Na<sub>2</sub>SO<sub>4</sub>,Na<sup>+</sup><sub>2</sub>SO<sub>4</sub><sup>2-</sup>,SO<sub>4</sub>Na<sub>2</sub>,2NaSO<sub>4</sub>"
702365,"塩化ナトリウム,炭酸カルシウム,炭酸ナトリウム,塩化カルシウム"
702366,"塩化カルシウム,炭酸ナトリウム,塩化ナトリウム,水酸化カルシウム"
702367,"炭酸カルシウム,塩化ナトリウム,水酸化カルシウム,塩化カルシウム"
702368,"炭酸ナトリウム,水酸化カルシウム,塩化カルシウム,塩化ナトリウム"
702369,"ソルベー法,テルミット法,ハーバー・ボッシュ法,クメン法"
702370,"風解,風化,へき開,潮解"
702371,"炭酸水素ナトリウム,水酸化カルシウム,炭酸ナトリウム,炭酸カルシウム"
702372,"水酸化カルシウム,炭酸ナトリウム,塩化ナトリウム,炭酸水素ナトリウム"
702373,"水酸化ナトリウム,炭酸ナトリウム,炭酸水素ナトリウム,塩化カルシウム"
702374,"酸化カルシウム,水酸化ナトリウム,塩化カルシウム,炭酸ナトリウム"
702375,"硫酸カルシウム,塩化カルシウム,酸化カルシウム,水酸化ナトリウム"
702376,"分子,中性子,電子,イオン"
702377,"CO<sub>2</sub>,CO2,O=C=O,OCO"
702378,"1個の酸素原子が2個の水素原子と共有結合して,1個の酸素原子と1個の水素原子が共有結合して,2個の水素原子が共有結合して,1個の炭素原子が2個の酸素原子と共有結合して"
702379,"核反応式,組成式,構造式,イオン式"
702380,"共有結合,金属結合,イオン結合,分子結合"
702381,2
702382,4
702383,"4，3，2,4，5，6,2，3，4,0，1，0"
702384,"H:O:H,H<sub>2</sub>O,HOH,H-O-H"
702385,"単結合,配位結合,イオン結合,二重結合"
702386,"二重結合,配位結合,単結合,三重結合"
702387,"三重結合,単結合,イオン結合,配位結合"
702388,"O=C=O,OCO,,O-C-O"
702389,"価標,結合手,関手,原子価"
702390,"原子価,原子番号,共有数,原子量"
702391,"折れ線形,三角すい形,直線形,立方体形"
702392,"三角すい形,折れ線形,立方体形,正四面体形"
702393,"正四面体形,折れ線形,三角すい形,直線形"
702394,"直線形,折れ線形,三角すい形,立方体形"
702395,"配位結合,金属結合,イオン結合,水素結合"
702396,"錯イオン,塩基,アルカリ土類金属,高分子化合物"
702397,"配位子,価標,非共有電子対,錯体"
702398,6
702399,"錯体,配位子,ハロゲン,塩基"
702400,"[Ag(NH<sub>3</sub>)<sub>2</sub>]<sup>+</sup>,[Ag(NH<sub>3</sub>)<sub>2</sub>]<sup>-</sup>,[Ag(NH<sub>3</sub>)<sub>3</sub>]<sup>+</sup>,[Ag(CN)<sub>2</sub>]<sup>-</sup>"
702401,"[Zn(NH<sub>3</sub>)<sub>4</sub>]<sup>2+</sup>,[Zn(NH<sub>3</sub>)<sub>4</sub>]<sup>2-</sup>,[Zn(H<sub>2</sub>O)<sub>4</sub>]<sup>2-</sup>,[Zn(NH<sub>3</sub>)<sub>5</sub>]<sup>2+</sup>"
702402,"[Fe(CN)<sub>6</sub>]<sup>3-</sup>,[Fe(CN)<sub>5</sub>]<sup>2-</sup>,[Fe(CN)<sub>5</sub>]<sup>3-</sup>,[Fe<sub>3</sub>(CN)<sub>6</sub>]<sup>3+</sup>"
702403,"クロリド,アンミン,ヒドロキシド,シアニド"
702404,"ヒドロキシド,クロリド,アンミン,シアニド"
702405,"アクア,ヒドロキシド,アンミン,シアニド"
702406,"H<sub>3</sub>O<sup>+</sup>,OH<sup>-</sup>,O<sup>2-</sup>,H<sub>2</sub>O"
702407,"電気陰性度,イオン化傾向,電子親和力,分子間力"
702408,"極性,磁性,中性,陽性"
702409,"水,メタン,酸素,二酸化炭素"
702410,"ファンデルワールス力,静電気力,電子親和力,イオン化エネルギー"
702411,高くなる
702412,"水素結合,共有結合,金属結合,イオン結合"
702413,"融解熱,凝縮熱,凝固熱,昇華熱"
702414,"蒸発熱,融解熱,凝固熱,沸騰熱"
702415,"酸素,二酸化炭素,水素,塩化水素"
702416,"水素,二酸化炭素,酸素,アンモニア"
702417,"窒素,二酸化炭素,塩化水素,水素"
702418,"二酸化炭素,塩化水素,メタン,水素"
702419,"塩化水素,アンモニア,酸素,窒素"
702420,"アンモニア,メタン,二酸化炭素,塩化水素"
702421,"ハーバー・ボッシュ法,テルミット法,ソルベー法,クメン法"
702422,"エタノール,プロパン,ベンゼン,アンモニア水"
702423,"エチレン,ベンゼン,アンモニア,エタノール"
702424,"メタン,窒素,塩化水素,アンモニア"
702425,"酢酸,アンモニア,メタン,ベンゼン"
702426,"ベンゼン,塩酸,酢酸,アンモニア水"
702427,"ケイ素,炭素,アルミニウム,マンガン"
702428,"二酸化ケイ素,酸化アルミニウム,酸化銅(Ⅱ),硫酸銅"
702429,"メタン,アンモニア,硫酸ナトリウム,二酸化炭素"
702430,"黒鉛,ドライアイス,ナフタレン,ヨウ素"
702431,"塩化ナトリウム,シリコン,黒鉛,水晶"
702432,"巨大,単体,平均,金属"
702433,"単量体,配位子,分子結晶,単体"
702434,"付加重合,配位結合,置換反応,縮合重合"
702435,"縮合重合,付加重合,水素結合,置換反応"
702436,"タンパク質,合成ゴム,ナイロン,プラスチック"
702437,"ナイロン,シルク,デンプン,天然ゴム"
702438,"二酸化ケイ素,ナイロン,合成ゴム,PET"
702439,"水晶,アミノ酸,合成ゴム,ポリカーボネート"
702440,"ポリエチレン,ポリエステル,ポリプロピレン,アクリル"
702441,"ポリスチレン,ポリプロピレン,ポリエチレン,アクリル"
702442,"ポリプロピレン,ポリエチレン,ポリスチレン,アクリル"
702443,"ポリ塩化ビニル,ポリスチレン,ポリエステル,アクリル"
702444,"エチレングリコールとテレフタル酸,アジピン酸とヘキサメチレンジアミン,ホスゲンとビスフェノールA,エチレングリコールとヘキサメチレンジアミン"
702445,"アジピン酸とヘキサメチレンジアミン,エチレングリコールとテレフタル酸,ホスゲンとビスフェノールA,エチレングリコールとヘキサメチレンジアミン"
702446,"ホスゲンとビスフェノールA,エチレングリコールとテレフタル酸,エチレングリコールとヘキサメチレンジアミン,アジピン酸とヘキサメチレンジアミン"
702447,"自由電子,共有電子対,束縛電子,金属電子"
702448,"金属結合,イオン結合,共有結合,水素結合"
702449,"原子核中の陽子と中性子の結合,イオン結合,金属結合,共有結合"
702450,"展性,伸性,拡性,延性"
702451,"延性,伸性,拡性,展性"
702452,"導体,半導体,帯電体,不導体"
702453,"絶縁体,導体,誘電体,抵抗体"
702454,"電気の通りやすさを環境により大きく変化させる,常に少量の電気を通す,よく電気を通す,一定以上の電圧をかけたときのみ電気を通す"
702455,"超伝導,電磁波,無抵抗,相転移"
702456,"鉄,アルミニウム,銅,銀"
702457,"アルミニウム,銀,銅,鉄"
702458,"アルマイト,アマルガム,ジュラルミン,めっき"
702459,"銅,金,アルミニウム,銀"
702460,"緑青,アルマイト,白さび,赤さび"
702461,"銀,鉄,アルミニウム,金"
702462,"金,アルミニウム,鉄,銀"
702463,"水銀,亜鉛,アルミニウム,スズ"
702464,"水銀,銀,白金,アルミニウム"
702465,"亜鉛,鉛,銀,鉄"
702466,"スズ,亜鉛,鉛,銀"
702467,"鉛,銀,スズ,アルミニウム"
702468,"チタン,クロム,マンガン,アルミニウム"
702469,"クロム,亜鉛,ニッケル,スズ"
702470,"マンガン,クロム,カドミウム,チタン"
702471,"コバルト,ニッケル,スズ,亜鉛"
702472,"ニッケル,マンガン,亜鉛,リチウム"
702473,"鉄,銅,銀,亜鉛"
702474,"スズ,亜鉛,ニッケル,アルミニウム"
702475,"亜鉛,銀,クロム,アルミニウム"
702476,"ニッケル,アルミニウム,スズ,銀"
702477,"アルミニウム,亜鉛,銀,スズ"
702478,"電池,調理器具,光ファイバー,鉄道車両・航空機体"
702479,"ある温度以上に加熱すると,ある温度以下に冷却すると,特定の薬品と反応させると,時間がたつと"
702480,"スズ,亜鉛,鉄,銅"
702481,"面心立方格子と六方最密充填,面心立方格子,体心立方格子と六方最密充填,六方最密充填"
702482,"2，8,4，12,6，8,2，12"
702483,"4，12,2，12,2，8,4，8"
702484,"2，12,4，12,4，8,2，8"
