refer to,～に言及する、～を参照する,"Don't <u><font color=""#FFC000"">refer to</font></u> a dictionary unless you have to.<br><br><div style=""height: 140px; overflow: auto;"">refer to には「～に言及する」と「～を参照する」という二つの意味があるので注意すること。</div><br><br>類義語 : mention（～について言及する）<br>反意語 : <br>参考 : refer to A as B (AをBと表す)"
let go of,～を放す,"<u><font color=""#FFC000"">Let go of</font></u> my arm.<br><br><div style=""height: 140px; overflow: auto;"">letには「放置して～させておく」というニュアンスがある。使役動詞letのあとには動詞の原型がくるため、動詞の原型が２つ並んだ形となる。</div><br><br>類義語 : set A free（Ａを放す）<br>反意語 : take hold of Ａ（Ａをつかむ）<br>参考 : "
in return for,～のお返しに，～と引き換えに,"I'll send her a gift <u><font color=""#FFC000"">in return for</font></u> her hospitality.<br><br><div style=""height: 140px; overflow: auto;"">相手から何かをされたりもらったりしたことへのお返しをreturnという単語で表している。</div><br><br>類義語 : in exchange for （～と引き換えに）<br>反意語 : <br>参考 : in return（お返しに）"
once upon a time,昔々,"<u><font color=""#FFC000"">Once upon a time</font></u>, there lived a poor man in a village.<br><br><div style=""height: 140px; overflow: auto;"">uponはもとonの強意形であり、文語的である。昔話の最初の決まり文句である。</div><br><br>類義語 : long ago（昔々）<br>反意語 : <br>参考 : "
in case,～するといけないので，もし～ならば,"Take your umbrella with you <u><font color=""#FFC000"">in case</font></u> it rains.<br><br><div style=""height: 140px; overflow: auto;"">時・条件を表す副詞節なので、未来の内容も現在形で表すことに注意。２つの意味があり、文脈によって判断する必要がある。</div><br><br>類義語 : lest A should do(Aが～するといけないので)<br>反意語 : <br>参考 : in case of～（～の場合には）"
make money,金をもうける,"Men can <u><font color=""#FFC000"">make money</font></u> more easily than women.<br><br><div style=""height: 140px; overflow: auto;"">「金」という意味でのmoneyは不可算名詞なので、moneyは無冠詞となる。</div><br><br>類義語 : yield profits(利益を得る）<br>反意語 : lose money（金を失う）<br>参考 : "
It is time ~,～してよい時間だ,"<u><font color=""#FFC000"">It is time</font></u> for him to go to bed.<br><br><div style=""height: 140px; overflow: auto;"">大抵の場合、it's time (for A) to do 「(Ａが）～してよい時間だ」という形やit's time for A「Ａの時間だ」といった形で用いられる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
at times,時々,"<u><font color=""#FFC000"">At times</font></u> you just have to trust your own judgment.<br><br><div style=""height: 140px; overflow: auto;"">このatは時間を表す用法で用いられている。timeが複数形になっていることで「いくつかの時間で」＝「時々」という意味を持つ。</div><br><br>類義語 : from time to time（時々）<br>反意語 : <br>参考 : "
call on ～&lt;人&gt;,～＜人＞を訪問する,"Kate <u><font color=""#FFC000"">calls on</font></u> her aunt every other day.<br><br><div style=""height: 140px; overflow: auto;"">目的語には必ず人をとる。call at &lt;場所&gt;, drop in at＜場所＞（～＜場所＞を訪問する）との混同に十分注意すること。</div><br><br>類義語 : visit&lt;人&gt;（～&lt;人&gt;を訪問する）<br>反意語 : <br>参考 : call on A for B（ＡにＢを求める）"
in the meantime,その間に，とかくするうちに,"<u><font color=""#FFC000"">In the meantime</font></u> he got over his illness.<br><br><div style=""height: 140px; overflow: auto;"">前に時間に関連する文章が来て、そのあとにこの熟語が用いられることが多い。</div><br><br>類義語 : meanwhile（その間に）<br>反意語 : <br>参考 : "
watch out for,（～に）用心する,"<u><font color=""#FFC000"">Watch out for</font></u> children crossing the road.<br><br><div style=""height: 140px; overflow: auto;"">相手に注意を促すときに使う。命令形の文Watch out!は日常会話でもよく使われる。</div><br><br>類義語 : be careful for(～に用心する）<br>反意語 : <br>参考 : watch out(注意する）"
