as a matter of course,当然のこととして,"At present, freedom of speech is taken <u><font color=""#FFC000"">as a matter of course</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">as a matter of O（Oの問題として）のOにcourseを入れたものと考える。<br>同じ形のas a matter of fact（実際問題、実際のところ）も頻出なので一緒に覚える。</div><br><br>類義語 : <br>反意語 : <br>参考 : take A for granted（Aを当然のことと思う）"
of use,役に立って,"Advice is <u><font color=""#FFC000"">of use</font></u> if it contains a theory of life.<br><br><div style=""height: 140px; overflow: auto;"">of＋抽象名詞で形容詞と同じ意味を持つ。通例useに修飾語をつけ、of great use（非常に役に立つ）、of some use（少しは役に立つ）、of no use（役に立たない）などというように用いる。</div><br><br>類義語 : useful<br>反意語 : <br>参考 : "
believe in,～の価値を信じる、の存在を信じる,"She didn't like him, but she did <u><font color=""#FFC000"">believe in</font></u> him.<br><br><div style=""height: 140px; overflow: auto;"">inを省略した形でも同じ意味で用いられる。<br>例：I believe you. （あなたの言う事[人格]を信じます。）</div><br><br>類義語 : give credence to<br>反意語 : <br>参考 : "
all one's life,一生涯,"She remained single <u><font color=""#FFC000"">all her life</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">「ある状態が一生涯ずっと続く（続いた）/ある行為を一生涯ずっと続ける（続けた）」というニュアンスで用いられる。</div><br><br>類義語 : through life<br>反意語 : <br>参考 : "
if only,～しさえすれば，～しさえしたらなあ,"<u><font color=""#FFC000"">If only</font></u> we could organize our days efficiently we could achieve much more.<br><br><div style=""height: 140px; overflow: auto;"">しばしば主節が略されることがあるので注意。I wishより強い意味を持ち、原則として仮定法を用いる。</div><br><br>類義語 : I wish<br>反意語 : <br>参考 : "
in addition to,～に加えて,"<u><font color=""#FFC000"">In addition to</font></u> taking the tests, we have to hand in an essay.<br><br><div style=""height: 140px; overflow: auto;"">「In addition to A , B」「B in addition to A」のどちらの語順でも可能で、同じ意味（Aに加えてBでもある）を表す。</div><br><br>類義語 : besides<br>反意語 : <br>参考 : "
stop A from doing,Ａが～するのを止める。,"You can't <u><font color=""#FFC000"">stop</font></u> them <u><font color=""#FFC000"">from</font></u> coming back<br><br><div style=""height: 140px; overflow: auto;"">stop は他動詞として使うと「止まる」ではなく何かを「止める」の意味になる。from＋動名詞をとることに注意。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
put up,～を建てる，かかげる,"He <u><font color=""#FFC000"">put up</font></u> a garage.<br><br><div style=""height: 140px; overflow: auto;"">put up は他動詞として使って「&lt;家などを&gt;建てる」「&lt;旗を&gt;掲げる」「&lt;傘を&gt;さす」の意味になる。</div><br><br>類義語 : <br>反意語 : <br>参考 : put up at a hotel  「ホテルに泊まる」"
live a ～ life,～な生活を送る,"They <u><font color=""#FFC000"">lived a</font></u> simple <u><font color=""#FFC000"">life</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">lifeは動詞liveの同族目的語となっている。形容詞を伴って「～な生活を送る」という意味になる。</div><br><br>類義語 : lead a ～ life （～な生活を送る）<br>反意語 : <br>参考 : "
make a mistake,誤りを犯す,"He will never admit having <u><font color=""#FFC000"">made a mistake</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">mistakeは名詞で「誤り、間違い」。誤りを犯すと使う際は動詞はdoではなくmakeを使う。<br>ちなみにmistakeを他動詞として使うと「～を誤解する」の意味になる。</div><br><br>類義語 : commit an error(誤りを犯す)<br>反意語 : <br>参考 : by mistake 「誤って」"
