at one’s best,最高の状態で、最盛期だ,"The cherry blossoms in the park are <u><font color=""#FFC000"">at their best</font></u> now．<br><br><div style=""height: 140px; overflow: auto;"">「見ごろ」の意味でも使われる。</div><br><br>類義語 : golden age(最盛期)<br>反意語 : <br>参考 : do one's best(最善を尽くす)"
in order,整って，順番に,"I have just finished putting the room <u><font color=""#FFC000"">in order</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">in orderの後にthatやto doをつけると異なる意味を持つ。</div><br><br>類義語 : put～in order(～を整頓する)<br>反意語 : out of order(順序が狂って)<br>参考 : "
"the former, the latter",前者，後者,"We support <u><font color=""#FFC000"">the former</font></u> plan instead of <u><font color=""#FFC000"">the latter</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">the former, the latterは並べられた順番に前者、後者を指すが、this, thatは近いものがthisになるため前者がthat,後者がthisとなる。</div><br><br>類義語 : this, that(後者、前者)<br>反意語 : <br>参考 : "
put on weight,太る,"You have certainly <u><font color=""#FFC000"">put on</font></u> a lot of <u><font color=""#FFC000"">weight</font></u><br><br><div style=""height: 140px; overflow: auto;"">get　fatは直接的な表現になるためできるだけweightを使う。</div><br><br>類義語 : gain weight<br>反意語 : lose weight(痩せる)<br>参考 : "
jump to one’s feet,飛び起きる,"John <u><font color=""#FFC000"">jumped to his feet</font></u> the moment the bell rang．<br><br><div style=""height: 140px; overflow: auto;"">「さっと立ち上がる」という意味合いがある。</div><br><br>類義語 : spring to one's feet(飛び起きる)<br>反意語 : <br>参考 : "
out of the question,問題にならない，不可能で,"His plan is <u><font color=""#FFC000"">out of the question</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">theを省略することは不可能。</div><br><br>類義語 : impossible(不可能だ)<br>反意語 : in question(問題である)<br>参考 : "
can afford to do,～する＜金銭的，時間的に＞余裕がある,"I <u><font color=""#FFC000"">cannot afford to eat</font></u> in such an expensive restaurant．<br><br><div style=""height: 140px; overflow: auto;"">通常、否定文や疑問文で用いる。娯楽や趣味などの「余裕」が無いことに使う。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
in the way,じゃまになって,"The big desk is <u><font color=""#FFC000"">in the way</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">後にofを続けると「…の邪魔をする」という意味になる。</div><br><br>類義語 : <br>反意語 : <br>参考 : interrupt(邪魔をする)"
think much of,～を重視する,"I don’t <u><font color=""#FFC000"">think much of</font></u> his property．<br><br><div style=""height: 140px; overflow: auto;"">進行形は不可。疑問詞を使った文の場合はhowよりもwhatが標準的。</div><br><br>類義語 : make much of(～を重視する)<br>反意語 : make[think] light of(～を軽視する)<br>参考 : "
keep in contact with,～＜人＞との接触を保つ,"Father <u><font color=""#FFC000"">kept in contact with</font></u> us by mail and telephone．<br><br><div style=""height: 140px; overflow: auto;"">touch/contactには接触という意味がある。</div><br><br>類義語 : keep in touch(～との接触を保つ)<br>反意語 : <br>参考 : "
say hello to,～＜人＞によろしくと伝える,"Please <u><font color=""#FFC000"">say hello to</font></u> your wife．<br><br><div style=""height: 140px; overflow: auto;"">regardsもhelloも「よろしくという挨拶」という意味がある。</div><br><br>類義語 : give one's regards to(～によろしく伝える)<br>反意語 : <br>参考 : "
on the whole,概して，全体から見れば,"The weather this month has been good <u><font color=""#FFC000"">on the whole</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">まれにonのかわりにuponを用いることもある。</div><br><br>類義語 : generally(一般に、大体)<br>反意語 : <br>参考 : "
hold back,～を控える，～を抑える,"She tried to <u><font color=""#FFC000"">hold back</font></u> her anger．<br><br><div style=""height: 140px; overflow: auto;"">「ためらう」という意味もありfromを続けるとためらう内容を示すことになる。</div><br><br>類義語 : keep off(抑える、控える)<br>反意語 : <br>参考 : "
present A (with) B,A＜人＞にBを贈る,"They <u><font color=""#FFC000"">present</font></u><u><font color=""#FFC000"">ed</font></u> him <u><font color=""#FFC000"">with</font></u> a gold watch．<br><br><div style=""height: 140px; overflow: auto;"">A&lt;人&gt;が代名詞の場合はpresent A B、それ以外の時はpresent B to Aを用いる。</div><br><br>類義語 : present B to A(AにBを贈る)<br>反意語 : <br>参考 : "
put off,～を延期する,"You can'ｔ <u><font color=""#FFC000"">put off</font></u> handing in your report．<br><br><div style=""height: 140px; overflow: auto;"">put offの後に動詞が来る場合は動名詞にする。不定詞は不可。</div><br><br>類義語 : postpone(延期する)<br>反意語 : <br>参考 : "
in anger,怒って,"She was <u><font color=""#FFC000"">in</font></u> great <u><font color=""#FFC000"">anger</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">angerの内容についてはat/for/againstなどで説明する。</div><br><br>類義語 : angry(怒って)<br>反意語 : <br>参考 : "
in place of,～の代わりに,"I will go <u><font color=""#FFC000"">in place of</font></u> her．<br><br><div style=""height: 140px; overflow: auto;"">Aの場所にin＝「いる」ことから「Aにかわって」という意味になった。</div><br><br>類義語 : in one's place(代わって)<br>反意語 : <br>参考 : "
be crazy about,～に夢中である,"She <u><font color=""#FFC000"">is crazy about</font></u> building model planes．<br><br><div style=""height: 140px; overflow: auto;"">onやover,イギリスではforを用いることもある。</div><br><br>類義語 : be keen on(～に夢中である)<br>反意語 : <br>参考 : "
do away with,～を廃止する,"She wants to <u><font color=""#FFC000"">do away with</font></u> the old rules．<br><br><div style=""height: 140px; overflow: auto;"">前置詞に注意。受動態での表現も可能。</div><br><br>類義語 : abolish(廃止する)<br>反意語 : <br>参考 : "
be essential to,～にとって不可欠の,"She <u><font color=""#FFC000"">is essential to</font></u> our success．<br><br><div style=""height: 140px; overflow: auto;"">that節を用いて言い換える場合節内は仮定法現在、もしくはshouldを用いる。</div><br><br>類義語 : be indispensable to(～にとって不可欠の)<br>反意語 : <br>参考 : "
just the same,それでもやはり，でも，全く同じ,"Mie has a lot of shortcomings，but I like her <u><font color=""#FFC000"">just the same</font></u>．<br><br><div style=""height: 140px; overflow: auto;"">文・節の始めもしくは終わりに使う。</div><br><br>類義語 : all the same(まったく同じ)<br>反意語 : <br>参考 : "
