be faced with,～に直面している,"He <u><font color=""#FFC000"">is faced with</font></u> a difficult problem.<br><br><div style=""height: 140px; overflow: auto;"">動詞のfaceに直接名詞や動名詞を続けることも出来る。</div><br><br>類義語 : be confronted with(～に直面している)<br>反意語 : <br>参考 : "
in relation to,～に関連して，～について,"We discussed our responsibility <u><font color=""#FFC000"">in relation to</font></u> education.<br><br><div style=""height: 140px; overflow: auto;"">inの代わりにwithを使うこともある。また、in comparison with(～と比較して)の類義語でもある。</div><br><br>類義語 : be related to(～に関連して)<br>反意語 : <br>参考 : relate A to B(AとBを関連付ける)"
in one’s presence,～の目の前で,"I fell down <u><font color=""#FFC000"">in their presence</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">「(人の)存在の中で」という直訳から推測することが出来る。</div><br><br>類義語 : in the presence of(目の前で)<br>反意語 : <br>参考 : "
take advantage of,～を利用する， ～につけこむ,"You should <u><font color=""#FFC000"">take advantage of</font></u> this opportunity. It would be foolish not to．<br><br><div style=""height: 140px; overflow: auto;"">「利用する、つけ込む」から「(人の申し出・好意に)甘える」という意味にもなり、プラスとマイナス両方の意味に取ることが出来る。</div><br><br>類義語 : <br>反意語 : <br>参考 : make use of (&lt;物&gt;を利用する)"
in the long run,長い目で見れば， 結局は,"This will be cheaper <u><font color=""#FFC000"">in the long run</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">このrunは「事の成り行き、形勢」を示す。</div><br><br>類義語 : eventually(結局は)<br>反意語 : <br>参考 : "
out of control,手に負えない,"Things got <u><font color=""#FFC000"">out of control</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">controlから外れている様子。</div><br><br>類義語 : beyond control(手に負えない)<br>反意語 : under control(支配している)<br>参考 : "
put ~ in order,～を整頓する,"He <u><font color=""#FFC000"">put</font></u> his affairs <u><font color=""#FFC000"">in order</font></u> before leaving.<br><br><div style=""height: 140px; overflow: auto;"">in order(順番に),put(置く)と考える。</div><br><br>類義語 : set ～ in order(～を整頓する)<br>反意語 : <br>参考 : "
in comparison with,～と比べて,"<u><font color=""#FFC000"">In comparison with</font></u> Mt. Everest, Mt. Fuji is not so high.<br><br><div style=""height: 140px; overflow: auto;"">comparisonは「比べる」という意味の動詞compareの名詞形である。</div><br><br>類義語 : in comparison to（～と比べて）<br>反意語 : <br>参考 : "
make fun of,～をからかう,"The writer is <u><font color=""#FFC000"">making fun of</font></u> the child.<br><br><div style=""height: 140px; overflow: auto;"">前置詞はofである。laugh at「あざ笑う」と混同しないように注意。</div><br><br>類義語 : tease(～をからかう)<br>反意語 : <br>参考 : "
one A the other B,一つはAで，もうひとつはB,"I have two sisters; <u><font color=""#FFC000"">one</font></u> lives in Chiba, <u><font color=""#FFC000"">the other</font></u> in Urawa.<br><br><div style=""height: 140px; overflow: auto;"">対象が２つの時に用いる。３つ以上の時はthe otherを　anotherもしくはothersに変える。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
make a living,生計を立てる,"They found it difficult to <u><font color=""#FFC000"">make a living</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">livingはliveの派生語。「生きること」から「生きるために必要なもの」となり「生計」の意味になった。</div><br><br>類義語 : earn a living(生計を立てる)<br>反意語 : <br>参考 : "
have a good opinion of,～をよく思う，～を信用する,"I <u><font color=""#FFC000"">have a good opinion of</font></u> the new method.<br><br><div style=""height: 140px; overflow: auto;"">have以外にgetやformを用いることがあるがmakeを用いることはできない。</div><br><br>類義語 : think highly of(～をよく思う)<br>反意語 : <br>参考 : "
it follows that,当然～ということになる,"<u><font color=""#FFC000"">It follows that</font></u> he is not the murderer.<br><br><div style=""height: 140px; overflow: auto;"">否定文のIt doesn't follow that～「必ずしも～ということではない」という部分否定になる。</div><br><br>類義語 : <br>反意語 : <br>参考 : It is natural that(～は当然だ)"
by any chance,万一にも，もしや,"Are you Mr. Hamilton <u><font color=""#FFC000"">by any chance</font></u>?<br><br><div style=""height: 140px; overflow: auto;"">by chanceで「偶然に」なのでanyを加えることで「なにかしらの偶然に」という意味になり、「万一」という意味になった。</div><br><br>類義語 : <br>反意語 : <br>参考 : by some chance(何かのはずみで)"
"the more〈比較級〉～, the more〈比較級〉",すればするほどますます,"<u><font color=""#FFC000"">The more</font></u> you have, <u><font color=""#FFC000"">the more</font></u> you want.<br><br><div style=""height: 140px; overflow: auto;"">the moreと形容詞を離すことは出来ない。主節を後に置くことが多いが、どちらにおいても構わない。</div><br><br>類義語 : <br>反意語 : <br>参考 : all the + 比較級(それだけますます)"
something of a,ちょっとした～,"It is said that he is <u><font color=""#FFC000"">something of a</font></u> stamp collector.<br><br><div style=""height: 140px; overflow: auto;"">通常肯定文で用いる。否定文・疑問文の時はmuch of a を用いる。</div><br><br>類義語 : somewhat of a (ちょっとした～)<br>反意語 : much of a (たいした～)<br>参考 : "
